step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
75,3.8000000000000003,-0.39352159157728306,0.24897247552871704,0.24794694781303406,0.26582521200180054,0.22712422907352448,0.35,1,0,0,0,0,,,nan,0,0.662263035774231,1.0792864561080933,14.777101516723633,0.6751648783683777,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.05160576808903309,0,1,12,workspace_y_lower,workspace_y_lower,2,0,0,inaccurate_solution,,1.3877787807814457e-17,valid,0.10354717303657698,0.308833508|0.103547173|0.106136663|0.245496978|0.263477308|0.266477308,0.458833508|0.253547173|0.256136663|0.395496978|0.413477308|0.416477308,0.428833508|0.223547173|0.226136663|0.365496978|0.383477308|0.386477308,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0246778073|0.0334240038|0.0579711898|0.0568064285|0,-0.049352939|-0.109171484|-0.120807917|-0.129351579|-0.118716056|0,1.1859811|0.329695015|0.337162737|0.910607523|0.991999606|1.06590923,0.464489371|0.0173270609|0.486545712,-0.0356687307|-0.125761181|-0.0347223654,0.003365209326148033,0.0011587850749492645,0.0008357465267181396,0.0013417890295386314
76,3.85,-0.41241008211419755,0.2701374292373657,0.24895896017551422,0.2611532211303711,0.24691244959831238,0.35,1,0,0,0,0,,,nan,0,0.6641812324523926,0.976230800151825,11.771102905273438,0.6807587146759033,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.07419948638575641,0,1,12,workspace_y_lower,workspace_y_lower,0,0,1,solved,osqp,1.0982571851947398e-08,valid,0.09933573893696498,0.306398675|0.0993357389|0.101775409|0.241926613|0.260383283|0.263383283,0.456398675|0.249335739|0.251775409|0.391926613|0.410383283|0.413383283,0.426398675|0.219335739|0.221775409|0.361926613|0.380383283|0.383383283,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0165518552|0.0226543776|0.0395543991|0.0364665653|0,-0.0480318016|-0.108702083|-0.120651193|-0.129274809|-0.118551437|0,1.1775629|0.305192728|0.309104821|0.877986043|0.959448259|1.05353313,0.46270588|0.0110390019|0.484809428,-0.0356687307|-0.125761181|-0.0347223654,0.0029015671461820602,0.0007867757230997086,0.0007955171167850494,0.0012997044250369072
77,3.9000000000000004,-0.4308231857348176,0.2905278205871582,0.24981415271759033,0.2562285363674164,0.2651359438896179,0.35,1,0,0,0,0,,,nan,0,0.6590063571929932,0.936363160610199,11.43138599395752,0.6716691851615906,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.06773377773230975,0,1,12,workspace_y_lower,workspace_y_lower,0,0,1,solved,osqp,1.0224122680424497e-08,valid,0.09474073523743617,0.304030298|0.0947407352|0.0968798049|0.237439974|0.256281123|0.259281123,0.454030298|0.244740735|0.246879805|0.387439974|0.406281123|0.409281123,0.424030298|0.214740735|0.216879805|0.357439974|0.376281123|0.379281123,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0110819897|0.0157343305|0.0285336224|0.0227639673|0,-0.0466947425|-0.108151437|-0.120582258|-0.12916913|-0.118340087|0,1.16942645|0.281893493|0.282671292|0.849124389|0.929548372|1.03712449,0.46092239|0.00475094281|0.483073145,-0.0356687307|-0.125761181|-0.0347223654,0.0032083475962281227,0.0007987236604094505,0.0007984824478626251,0.001590619795024395
78,3.95,-0.4549123637819282,0.31168943643569946,0.2507784068584442,0.2510499358177185,0.2850799262523651,0.35,1,0,0,0,0,,,nan,0,0.650896430015564,0.9313115477561951,9.872660636901855,0.6587014198303223,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.0519408340008526,0,1,12,workspace_y_lower,workspace_y_lower,2,0,0,inaccurate_solution,,0.0,valid,0.08989962752239108,0.301729168|0.0898996275|0.0916387305|0.232408232|0.251504807|0.254504807,0.451729168|0.239899628|0.24163873|0.382408232|0.401504807|0.404504807,0.421729168|0.209899628|0.21163873|0.352408232|0.371504807|0.374504807,0.15|0.15|0.15|0.15|0.15|0.15,0|0.005436621|0.0092110937|0.0202102017|0.0133725609|0,-0.0453419583|-0.107552894|-0.12057237|-0.129033279|-0.118085292|0,1.16157471|0.257482237|0.255193646|0.82080985|0.901306497|1.01801923,0.4591389|-0.00153711624|0.481336862,-0.0356687307|-0.125761181|-0.0347223654,0.0029328512027859688,0.0007919473573565483,0.0007770461961627007,0.0013442011550068855
79,4.0,-0.4921809790431155,0.3372345566749573,0.2522987127304077,0.24549630284309387,0.3092217445373535,0.35,1,0,0,0,0,,,nan,0,0.6410291790962219,1.6481376886367798,20.721345901489258,0.6428922414779663,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01787955645068331,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,3.806710648646128e-07,valid,0.08480502603815651,0.299496065|0.084805026|0.0860686503|0.226967914|0.24627266|0.24927266,0.449496065|0.234805026|0.23606865|0.376967914|0.39627266|0.39927266,0.419496065|0.204805026|0.20606865|0.346967914|0.36627266|0.36927266,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.00278779078|0.000368098323|0.0115573671|0.00674350329|0,-0.0439736681|-0.106949898|-0.120627999|-0.128846921|-0.117761928|0,1.15401059|0.229482416|0.224014701|0.790582104|0.874072214|0.997090639,0.45735541|-0.0078251753|0.479600579,-0.0356687307|-0.125761181|-0.0347223654,0.0029425984248518944,0.0007980223745107651,0.0008808979764580727,0.0012437254190444946
80,4.05,-0.5407870456711124,0.3704986572265625,0.25453391671180725,0.23938718438148499,0.3408043086528778,0.35,1,0,0,0,0,,,nan,0,0.605315089225769,2.190176486968994,25.236408233642578,0.605315089225769,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,3.428108104981677e-08,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,0.0,valid,0.07932581740715025,0.29733176|0.0793258174|0.0800483216|0.221105125|0.240726893|0.243726893,0.44733176|0.229325817|0.230048322|0.371105125|0.390726893|0.393726893,0.41733176|0.199325817|0.200048322|0.341105125|0.360726893|0.363726893,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0144433574|-0.0133484987|-0.00496592662|-0.00315518099|0,-0.0425901124|-0.106410659|-0.120788334|-0.128565459|-0.117319088|0,1.14673693|0.196449253|0.186056454|0.750889116|0.842433304|0.974907573,0.45557192|-0.0141132344|0.477864295,-0.0356687307|-0.125761181|-0.0347223654,0.0031510135158896446,0.000884433276951313,0.0009630089625716209,0.0012831725180149078
81,4.1000000000000005,-0.5796330270349166,0.3975107669830322,0.2572415769100189,0.2329925298690796,0.36592409014701843,0.35,1,0,0,0,0,,,nan,0,0.5095193982124329,3.2216744422912598,36.913299560546875,0.5095191597938538,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,3.802734192212953e-07,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,0.0,valid,0.07328721882280068,0.295237009|0.0732872188|0.0733255153|0.214431771|0.234711856|0.237711856,0.445237009|0.223287219|0.223325515|0.364431771|0.384711856|0.387711856,0.415237009|0.193287219|0.193325515|0.334431771|0.354711856|0.357711856,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0206878363|-0.020218113|-0.0115219857|-0.00547349668|0,-0.0411915543|-0.105895344|-0.121085738|-0.128164537|-0.116717233|0,1.13975648|0.166565695|0.15199821|0.718040561|0.816656694|0.950847424,0.453788429|-0.0204012934|0.476128012,-0.0356687307|-0.125761181|-0.0347223654,0.0031417598947882652,0.001010204665362835,0.0008506225422024727,0.001254676841199398
82,4.15,-0.5989943687562663,0.41590654850006104,0.25983190536499023,0.2267223298549652,0.38234078884124756,0.35,1,0,0,0,0,,,nan,0,0.40156808495521545,3.7903428077697754,25.438304901123047,0.40322092175483704,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.016078262885539273,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,3.004001674529466e-07,valid,0.06624038634526705,0.293212555|0.0669600074|0.0662403863|0.207453464|0.228616206|0.231616196,0.443212555|0.216960007|0.216240386|0.357453464|0.378616206|0.381616196,0.413212555|0.186960007|0.186240386|0.327453464|0.348616206|0.351616196,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0185436165|-0.0180934588|-0.0101177194|-0.000740654394|0,-0.0397782794|-0.105398377|-0.12144441|-0.12766695|-0.115983829|0,1.13307194|0.143898036|0.125423676|0.692029186|0.797740339|0.926464784,0.452004939|-0.0266893525|0.474391729,-0.0356687307|-0.125761181|-0.0347223654,0.0030048079788684845,0.0009057503193616867,0.0008272742852568626,0.0012523876503109932
83,4.2,-0.6066966420393877,0.4466402530670166,0.2610732913017273,0.22017835080623627,0.4108479619026184,0.35,2,0,0,0,0,,,nan,0,0.34514835476875305,3.732177972793579,28.814884185791016,0.3599719703197479,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.07891840005737957,0,1,12,workspace_y_lower,workspace_y_lower,0,0,1,solved,osqp,1.6848926814513887e-08,valid,0.05924547394099014,0.291259127|0.0607676541|0.0592454739|0.20057145|0.222795145|0.225795143,0.441259127|0.210767654|0.209245474|0.35057145|0.372795145|0.375795143,0.411259127|0.180767654|0.179245474|0.32057145|0.342795145|0.345795143,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0193955031|-0.0255516226|-0.0344703074|-0.0259903446|0,-0.0383505948|-0.10482819|-0.121770224|-0.127166894|-0.115256526|0,1.12668591|0.118846923|0.0896600488|0.640648597|0.749933711|0.903180574,0.450221449|-0.0329774171|0.472655445,-0.0356687307|-0.125761181|-0.0347223654,0.0030852509662508965,0.0008716387674212456,0.00081613939255476,0.0013700304552912712
84,4.25,-0.5816434167338604,0.4596847593784332,0.26019132137298584,0.2132963389158249,0.421702116727829,0.35,2,0,0,0,0,,,nan,0,0.3927845060825348,4.934641361236572,73.61823272705078,0.39924460649490356,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.05314874841573564,0,1,12,workspace_y_lower,workspace_y_lower,0,0,1,solved,osqp,1.2285804882120055e-08,valid,0.051856009597114366,0.289377438|0.0545755449|0.0518560096|0.192496187|0.215740536|0.218740536,0.439377438|0.204575545|0.20185601|0.342496187|0.365740536|0.368740536,0.409377438|0.174575545|0.17185601|0.312496187|0.335740536|0.338740536,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0082368735|-0.0159072211|-0.0314028894|-0.039009366|0,-0.0369088291|-0.103882406|-0.122121526|-0.126747299|-0.114678114|0,1.12060092|0.1061829|0.0693952917|0.611834561|0.709274666|0.874962146,0.448437959|-0.0392654985|0.470919162,-0.0356687307|-0.125761181|-0.0347223654,0.002894473262131214,0.0007798951119184494,0.0008179303258657455,0.0012777550145983696
85,4.3,-0.5668321903043125,0.4620903730392456,0.2585369050502777,0.2072475701570511,0.4221268594264984,0.35,2,0,0,0,0,,,nan,0,0.3864162564277649,2.8959429264068604,73.96675109863281,0.38779887557029724,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01968409922895049,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,7.05875587692778e-07,valid,0.04493917952430612,0.287568183|0.0490023898|0.0449391795|0.184594318|0.208058668|0.211058668,0.437568183|0.19900239|0.19493918|0.334594318|0.358058668|0.361058668,0.407568183|0.16900239|0.16493918|0.304594318|0.328058668|0.331058668,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00387722713|0.00129444318|-0.00604051906|-0.0232863087|0,-0.0354533398|-0.102654936|-0.122357154|-0.126478043|-0.114367601|0,1.11481939|0.09723185|0.0586940069|0.605858709|0.694580763|0.844234673,0.446654469|-0.0455535799|0.469182879,-0.0356687307|-0.125761181|-0.0347223654,0.0032855449244379997,0.0009757066145539284,0.0009049158543348312,0.001380452886223793
86,4.3500000000000005,-0.56518918964938,0.45595255494117737,0.2571427524089813,0.20217718183994293,0.4143212139606476,0.35,2,0,0,0,0,,,nan,0,0.29558855295181274,4.567923069000244,85.54480743408203,0.2991964817047119,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.0344603484344139,0,1,12,workspace_y_lower,workspace_y_lower,0,0,1,solved,osqp,1.0051340412764453e-08,valid,0.03888305945219114,0.285832038|0.0440959556|0.0388830595|0.177972211|0.201175818|0.204175818,0.435832038|0.194095956|0.188883059|0.327972211|0.351175818|0.354175818,0.405832038|0.164095956|0.158883059|0.297972211|0.321175818|0.324175818,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0142379684|0.02136578|0.030765258|0.00989534912|0,-0.0339845037|-0.101396301|-0.122408099|-0.12629025|-0.114129531|0,1.10934365|0.0892254898|0.0544899192|0.616363851|0.700469089|0.816703271,0.444870979|-0.0518416613|0.467446595,-0.0356687307|-0.125761181|-0.0347223654,0.0029766662046313286,0.0008238144218921661,0.0008591320365667343,0.0012739850208163261
87,4.4,-0.5639102849407488,0.4463280141353607,0.2562587559223175,0.19797857105731964,0.40333291888237,0.35,2,0,0,0,0,,,nan,0,0.4129292666912079,4.644467353820801,41.65380859375,0.41559675335884094,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.037136677752497495,0,1,12,workspace_y_lower,workspace_y_lower,0,0,1,solved,osqp,1.112806591319071e-08,valid,0.03383594079199917,0.284169661|0.039762781|0.0338359408|0.173193469|0.195957823|0.198957823,0.434169661|0.189762781|0.183835941|0.323193469|0.345957823|0.348957823,0.404169661|0.159762781|0.153835941|0.293193469|0.315957823|0.318957823,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0211199945|0.0389743548|0.0668403258|0.0411569259|0,-0.0325027199|-0.100295461|-0.122251268|-0.126127159|-0.113802177|0,1.10417592|0.0798756572|0.0520668503|0.633487044|0.711186039|0.795831291,0.443087488|-0.0581297427|0.465710312,-0.0356687307|-0.125761181|-0.0347223654,0.0042303018271923065,0.0011726971715688705,0.001366092823445797,0.0016711317002773285
88,4.45,-0.619135385204645,0.47752314805984497,0.2566804885864258,0.19336344301700592,0.43292567133903503,0.35,2,0,0,0,0,,,nan,0,0.5329980850219727,4.7447896003723145,93.19864654541016,0.5626486539840698,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.10792612786711993,0,2,12,workspace_y_lower|workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,1.4448462948637997e-08,valid,0.029684140948587817,0.282581688|0.0358236175|0.0296841409|0.170234011|0.192322465|0.195322465,0.432581688|0.185823618|0.179684141|0.320234011|0.342322465|0.345322465,0.402581688|0.155823618|0.149684141|0.290234011|0.312322465|0.315322465,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0106809888|0.0300301816|0.0646789109|0.0486656008|0,-0.0310084104|-0.0994757692|-0.12193359|-0.125931521|-0.113352033|0,1.09931834|0.0544996897|0.026833155|0.619683432|0.704603429|0.781289861,0.441303998|-0.0644178241|0.463974029,-0.0356687307|-0.125761181|-0.0347223654,0.0030582090839743614,0.000883094035089016,0.0008668266236782074,0.0012885956093668938
89,4.5,-0.656719775461693,0.5100270509719849,0.2574250102043152,0.18833236396312714,0.46357589960098267,0.35,2,0,0,0,0,,,nan,0,0.6175085306167603,2.7496612071990967,47.57651138305664,0.646631121635437,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.18640219549560624,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,3.3374773905549965e-07,valid,0.02510068816345215,0.281068735|0.031399418|0.0251006882|0.167188062|0.189102983|0.192102983,0.431068735|0.181399418|0.175100688|0.317188062|0.339102983|0.342102983,0.401068735|0.151399418|0.145100688|0.287188062|0.309102983|0.312102983,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00459567766|0.0213118246|0.0528062591|0.0412973304|0,-0.0295020189|-0.0988534564|-0.121714816|-0.125548148|-0.112684625|0,1.09477292|0.0313398931|-2.38644707e-07|0.596010359|0.685024639|0.768411934,0.439520508|-0.0707059056|0.462237746,-0.0356687307|-0.125761181|-0.0347223654,0.004342982545495033,0.001212824136018753,0.0011883890256285667,0.0019143465906381607
90,4.55,-0.5904245327611171,0.4993135929107666,0.25507497787475586,0.1842733472585678,0.4514182507991791,0.35,2,0,0,0,0,,,nan,0,0.7236191034317017,5.731520652770996,136.77903747558594,0.6670421957969666,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.42495504949303026,0,1,12,workspace_z_lower|joint_3_acceleration_upper,workspace_y_lower,0,0,1,solved,osqp,1.7079734522008894e-07,valid,0.020089954859388776,0.279631395|0.0267011422|0.0200899549|0.163569846|0.185554782|0.188554782,0.429631395|0.176701142|0.170089955|0.313569846|0.335554782|0.338554782,0.399631395|0.146701142|0.140089955|0.283569846|0.305554782|0.308554782,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0267929479|0.0412116562|0.0579738008|0.0187863873|0,-0.0279840115|-0.0981789423|-0.1215716|-0.125089457|-0.111949786|0,1.09054157|0.0354185746|-1.24509438e-07|0.587163727|0.64905573|0.754219128,0.437737018|-0.076993987|0.460501462,-0.0356687307|-0.125761181|-0.0347223654,0.004877866245806217,0.0015192842110991478,0.0014563826844096184,0.001871613785624504
91,4.6000000000000005,-0.5331197682513613,0.48601189255714417,0.2506062686443329,0.18099744617938995,0.43701258301734924,0.35,2,0,0,0,0,,,nan,0,0.8885430693626404,4.40186071395874,49.621429443359375,0.7340154051780701,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.458715359296192,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,4.6169188332688404e-08,valid,0.016085170569089674,0.278270236|0.0231587306|0.0160851706|0.160211761|0.180880124|0.183880124,0.428270236|0.173158731|0.166085171|0.310211761|0.330880124|0.333880124,0.398270236|0.143158731|0.136085171|0.280211761|0.300880124|0.303880124,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0421396826|0.0568638205|0.0666253072|0.00282305733|0,-0.0264548748|-0.0970228574|-0.121204538|-0.124998808|-0.111683698|0,1.08662607|0.0377517476|-3.56220243e-08|0.582473543|0.614659853|0.735520494,0.435953528|-0.0832820684|0.458765179,-0.0356687307|-0.125761181|-0.0347223654,0.004863380454480648,0.0014879675582051277,0.0013101166114211082,0.002038310281932354
92,4.65,-0.4789445444527931,0.4708629548549652,0.2443745732307434,0.17834512889385223,0.42105725407600403,0.35,2,0,0,0,0,,,nan,0,0.9994103312492371,2.85349440574646,45.662620544433594,0.7765833735466003,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.5678698895896873,0,1,12,workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,1.5311009634796924e-07,valid,0.01288523603047767,0.276985802|0.0204488413|0.012885236|0.157280853|0.175391667|0.178391667,0.426985802|0.170448841|0.162885236|0.307280853|0.325391667|0.328391667,0.396985802|0.140448841|0.132885236|0.277280853|0.295391667|0.298391667,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0554341948|0.0691527216|0.0702054894|-0.00932276023|0,-0.0249151168|-0.0956265889|-0.12069378|-0.125142772|-0.111748082|0,1.08302809|0.0416029711|-1.14746785e-07|0.57418613|0.580495824|0.713566666,0.434170038|-0.0895701498|0.457028896,-0.0356687307|-0.125761181|-0.0347223654,0.003169964998960495,0.0008626785129308701,0.0008418280631303787,0.001444995403289795
93,4.7,-0.43331887238224226,0.454597532749176,0.23692846298217773,0.17618928849697113,0.404243528842926,0.35,2,0,0,0,0,,,nan,0,1.0491217374801636,2.193469762802124,35.59065246582031,0.7727455496788025,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.6256605750303582,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.5754549109736615e-08,valid,0.01032985059275629,0.275778611|0.0184834316|0.0103298506|0.154512697|0.169276469|0.172276469,0.425778611|0.168483432|0.160329851|0.304512697|0.319276469|0.322276469,0.395778611|0.138483432|0.130329851|0.274512697|0.289276469|0.292276469,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0667533945|0.0787253152|0.0705579362|-0.0166641735|0,-0.0233652655|-0.0939305201|-0.120044732|-0.125502754|-0.11209568|0,1.07974918|0.0467566007|-1.46962955e-08|0.563105971|0.548346023|0.689105877,0.432386547|-0.0958582312|0.455292612,-0.0356687307|-0.125761181|-0.0347223654,0.003566354513168335,0.0012194029986858368,0.0008373735472559929,0.0014812899753451347
94,4.75,-0.39747642566292046,0.43849191069602966,0.22882069647312164,0.1744297593832016,0.3878021836280823,0.35,2,0,0,0,0,,,nan,0,1.0778931379318237,1.4369754791259766,17.620975494384766,0.7885576486587524,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.6161941304092188,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,1.888076928569654e-08,valid,0.00829102382460975,0.274649155|0.0171808812|0.00829102382|0.15173716|0.162774344|0.165774339,0.424649155|0.167180881|0.158291024|0.30173716|0.312774344|0.315774339,0.394649155|0.137180881|0.128291024|0.27173716|0.282774344|0.285774339,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0750393155|0.0860986067|0.0716391987|-0.0195360094|0,-0.0218058685|-0.091904363|-0.119262716|-0.126042825|-0.112644173|0,1.07679075|0.0518584772|-1.4370747e-08|0.552545013|0.518917194|0.663097357,0.430603057|-0.102146313|0.453556329,-0.0356687307|-0.125761181|-0.0347223654,0.0029414724558591843,0.0008052634075284004,0.0008229045197367668,0.0012945206835865974
95,4.800000000000001,-0.3713149285149955,0.42410528659820557,0.2204747349023819,0.17298756539821625,0.3732440769672394,0.35,2,0,0,0,0,,,nan,0,1.1161689758300781,1.47896146774292,38.38957595825195,0.8432901501655579,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.5558793720599267,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.006664339003492975,0.273597895|0.0164032493|0.006664339|0.148984806|0.156104963|0.15910494,0.423597895|0.166403249|0.156664339|0.298984806|0.306104963|0.30910494,0.393597895|0.136403249|0.126664339|0.268984806|0.276104963|0.27910494,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0793757965|0.0917178839|0.0766107079|-0.0191090551|0,-0.020237492|-0.0896305025|-0.118375213|-0.126690242|-0.113308454|0,1.07415409|0.0553582911|2.65403381e-08|0.545859688|0.492002343|0.636419761,0.428819567|-0.108434394|0.451820046,-0.0356687307|-0.125761181|-0.0347223654,0.0030796313658356667,0.0008865557610988617,0.0008349893614649773,0.0013314774259924889
96,4.8500000000000005,-0.35146857753694677,0.4116375148296356,0.2121264785528183,0.17179696261882782,0.3607478141784668,0.35,2,0,0,0,0,,,nan,0,1.1137299537658691,1.021720051765442,33.24860763549805,0.8383662104606628,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.5579612986473326,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.008680543257423e-08,valid,0.005364308303703574,0.272625268|0.0159568077|0.0053643083|0.146450315|0.14942905|0.15242905,0.422625268|0.165956808|0.155364308|0.296450315|0.29942905|0.30242905,0.392625268|0.135956808|0.125364308|0.266450315|0.26942905|0.27242905,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0837465616|0.0959682798|0.0778057281|-0.0167361436|0,-0.0186607199|-0.0872846108|-0.117425522|-0.127356866|-0.114023888|0,1.07184035|0.0602891815|-8.86841083e-09|0.53625012|0.466956169|0.6097162,0.427036077|-0.114722475|0.450083762,-0.0356687307|-0.125761181|-0.0347223654,0.004967483691871166,0.0014076652005314827,0.0013412702828645706,0.0021862778812646866
97,4.9,-0.3397771954422933,0.40199732780456543,0.2040386199951172,0.17080672085285187,0.35119590163230896,0.35,2,0,0,0,0,,,nan,0,1.0941354036331177,0.9889630079269409,10.0519437789917,0.8302406072616577,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.537236555121315,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,4.087690205420436e-09,valid,0.0043265306137742765,0.271731677|0.0158506715|0.00432653061|0.143942428|0.142847312|0.145847312,0.421731677|0.165850671|0.154326531|0.293942428|0.292847312|0.295847312,0.391731677|0.135850671|0.124326531|0.263942428|0.262847312|0.265847312,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0868725547|0.0990983124|0.0786942039|-0.0127395813|0,-0.017076153|-0.0847867862|-0.116404434|-0.128045124|-0.114751231|0,1.06985056|0.0654884544|1.13997459e-09|0.526418792|0.443898434|0.583389247,0.425252587|-0.121010557|0.448347479,-0.0356687307|-0.125761181|-0.0347223654,0.0032936474308371544,0.0008440809324383736,0.0009594662114977837,0.0014684107154607773
98,4.95,-0.33950723944963584,0.39955684542655945,0.19641369581222534,0.16997738182544708,0.3489305078983307,0.35,2,0,0,0,0,,,nan,0,1.087603211402893,0.6507650017738342,24.87766456604004,0.8362331986427307,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.5056384541807039,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.0034979731208709397,0.27091749|0.0160289757|0.00349797312|0.14144586|0.136440444|0.139440444,0.42091749|0.166028976|0.153497973|0.29144586|0.286440444|0.289440444,0.39091749|0.136028976|0.123497973|0.26144586|0.256440444|0.259440444,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0872867769|0.101331635|0.0827837176|-0.00779486463|0,-0.0154844151|-0.0821618173|-0.115323484|-0.128728172|-0.115448107|0,1.06818554|0.0692408625|4.4073351e-08|0.519838986|0.422518804|0.557761775,0.423469096|-0.127298608|0.446611196,-0.0356687307|-0.125761181|-0.0347223654,0.004821833223104477,0.0014363732188940048,0.001407124102115631,0.0019471431151032448
